Country Name,Country Code,Year,Adjusted savings: net forest depletion (% of GNI),Adjusted savings: net forest depletion (current US$),Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (constant LCU)","Agriculture, forestry, and fishing, value added (current LCU)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),CO2 emissions (kg per 2015 US$ of GDP),CO2 emissions (kg per 2021 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from manufacturing industries and construction (% of total fuel combustion),"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CO2 emissions from transport (% of total fuel combustion),CO2 intensity (kg per kg of oil equivalent energy use),Cereal production (metric tons),Cereal yield (kg per hectare),Combustible renewables and waste (% of total energy),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy related methane emissions (% of total),Fertilizer consumption (kilograms per hectare of arable land),Food exports (% of merchandise exports),Food imports (% of merchandise imports),Food production index (2014-2016 = 100),"Food, beverages and tobacco (% of value added in manufacturing)",Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),GHG net emissions/removals by LUCF (Mt of CO2 equivalent),HFC gas emissions (thousand metric tons of CO2 equivalent),Land under cereal production (hectares),Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),Methane emissions in energy sector (thousand metric tons of CO2 equivalent),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",PFC gas emissions (thousand metric tons of CO2 equivalent),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",SF6 gas emissions (thousand metric tons of CO2 equivalent),Total greenhouse gas emissions (kt of CO2 equivalent),"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",Women who believe a husband is justified in beating his wife when she burns the food (%)
Ghana,GHA,1960,,,,,,,,,,,,40.851553509781354,,,,35500.0,499999999.99999994,,,,,,,,,,,,,,,,,0.0,0.0,88.7218045112782,1298.118,,,,11.278195488721805,165.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1961,,,,51.4195306319768,117000.0,,,,,,,35.376344086021504,,,,32900.0,463380281.6901408,,,,,,,7.471213852509449,0.2391325172537627,1700000.0,1187.0,,,,,,,0.0,0.0,88.55585831062672,1191.775,,,,11.444141689373298,154.014,,,436400.0,816.4,,,,,,0.4223529411764706,,,18.4,,,,,,,534518.0,,,,,,,,,,,,,4262.185454581772,30.3,,,,
Ghana,GHA,1962,,,,51.4195306319768,117000.0,,,,,12.30164298975872,0.557107449156465,37.89260385005066,,,,37400.0,526760563.3802816,,,,,,,7.471213852509449,0.2334782546594019,1700000.0,1187.0,,,,,,,0.0,0.0,93.8618925831202,1345.789,,,,6.39386189258312,91.675,,,421000.0,809.6,,,,,,1.1352941176470588,72.91468974222636,20.827324261830732,18.68,,,,,,,520000.0,,,,,,,,,,,,,4161.40653892934,30.3,,,,
Ghana,GHA,1963,,,,51.4195306319768,117000.0,,,,,13.804699433442993,0.5737730892816258,35.90909090909091,,,,39500.0,556338028.1690141,,,,,,,7.471213852509449,0.2279357215901922,1700000.0,1187.0,,,,,,,0.0,0.0,93.40425531914894,1609.813,,,,6.595744680851063,113.677,,,392348.0,788.2,,,,,,1.2352941176470589,76.72762197497195,15.73150489001094,19.08,42.857142857142854,,,,,,497756.0,,,,,,,,,,,,,4062.6190377546022,30.3,,,,
Ghana,GHA,1964,,,,51.4195306319768,117000.0,,,,,14.450763640485546,0.6737804158185492,35.35598705501618,,,,43700.0,615492957.7464788,,,,,,,7.471213852509449,0.2225073807007045,1700000.0,1187.0,,,,,,,0.0,0.0,92.88888888888889,1532.806,,,,7.333333333333332,121.011,,,400221.0,777.6,,,,,,0.8664705882352941,72.47576265344205,18.29664037525942,21.63,40.64366290643663,,,,,,514672.0,,,,,,,,,,,,,3965.8668442537337,30.3,,,,
Ghana,GHA,1965,,,,51.4195306319768,117000.0,,,,,12.168139037954116,0.6352768269751432,43.519781718963166,,,,63800.0,898591549.2957746,,,,,,,7.471213852509449,0.2171767381740239,1700000.0,1187.0,,,,,,,0.0,0.0,95.6989247311828,1631.815,,,,4.301075268817205,73.34,,,388943.0,809.2,,,,,,0.6670588235294118,73.82916045136128,12.78499637801034,19.59,41.821296031972594,,,,,,480680.0,,,,,,,,,,,,,3870.855980395839,30.3,,,,
Ghana,GHA,1966,,,,51.4195306319768,117000.0,,,,,13.187715514278356,0.5316626811165144,43.280632411067195,,,,65700.0,925352112.6760564,,,,,,,7.471213852509449,0.2119791143213339,1700000.0,1187.0,,,,,,,0.0,0.0,90.0763358778626,1298.118,,,,9.923664122137405,143.013,,,646900.0,1088.7,,,,,,0.7058823529411765,70.51645051951684,17.673866783122584,20.27,42.163964585489246,,,,,,594200.0,,,,,,,,,,,,,3778.215978786128,30.3,,,,
Ghana,GHA,1967,,,,51.4195306319768,117000.0,,,,,9.789774758021274,0.9055002914258302,40.22606382978723,,,,60500.0,703488372.0930232,,,,,,,7.471213852509449,0.2069111740066985,1700000.0,1187.0,,,,,,,0.0,0.0,94.85294117647058,1419.129,,,,5.392156862745098,80.674,,,585651.0,916.1,,,,,,0.7758823529411765,75.06856403208127,19.341776088080916,21.72,37.1512630617835,,,,,,639305.0,,,,,,,,,,,,,3687.887395531157,30.3,,,,
Ghana,GHA,1968,,,,51.4195306319768,117000.0,,,,,9.439999334326004,1.6295292592016668,41.76470588235294,,,,71000.0,696078431.372549,,,,,,,7.471213852509449,0.2019445598036243,1700000.0,1187.0,,,,,,,0.0,0.0,90.02079002079002,1587.811,,,,3.5343035343035343,62.339,,,522656.0,859.3,,,,,,0.7976470588235294,71.27149158137037,19.12067772726776,21.06,40.83014935741577,,,,,,608229.0,,,,,,,,,,,,,3599.3648012057756,30.3,,,,
Ghana,GHA,1969,,,,51.4195306319768,117000.0,,,,,13.405371260249952,1.0346576892479762,45.92703648175912,,,,91900.0,900980392.1568629,,,,,,,7.471213852509449,0.1969905635726208,1700000.0,1187.0,,,,,,,0.0,0.0,85.24945770065075,1441.131,,,,3.036876355748373,51.338,,,535463.0,824.8,,,,,,0.6988235294117647,63.123680825046655,17.678557056567865,22.75,37.66308243727599,,,,,,649182.0,,,,,,,,,,,,,3511.067103676713,30.3,,,,
Ghana,GHA,1970,2.79582784574457,60694776.4965515,,51.4195306319768,117000.0,53.60386555021191,,73.75829293613954,,8.661017683078406,1.97500445137062,46.52501106684374,,,,105100.0,1030392156.862745,,52.0,35.0,13.0,0.99009900990099,0.3,7.471213852509449,0.191832559514641,1700000.0,1187.0,,,,,,,0.0,0.0,88.40782122905027,2321.211,,,,3.2122905027932953,84.341,,,857500.0,858.2,,,,,18.98602114898861,1.9664705882352944,77.74711432469917,20.853793912351595,24.03,33.88852326228927,,,2.74013406395681,,,999200.0,1.3077593723,,,,,,10308.77290679932,,,,,,3419.133266643308,30.3,,,34.25530981926496,
Ghana,GHA,1971,2.27002659638491,53859398.4643494,,51.4195306319768,117000.0,52.85450697769085,,73.25358056038922,,9.820976367459698,2.051361886856473,44.16,,,,110400.0,1071844660.1941748,,53.4600289196,33.8772980789,12.6626730014,1.065126512541254,0.3227333333,7.471213852509449,0.1866311086831989,1700000.0,1187.0,,,,,,4.712041884816754,0.0,0.0,87.8594249201278,2016.85,21.465968586387437,4.712041884816754,15.183246073298433,0.6389776357827476,14.668,54.45026178010471,0.7660930835291498,823100.0,860.7,69.65335714836371,,0.0,0.0,19.36452803731248,1.6970588235294115,73.13672189947006,16.375752393405428,24.95,34.93192797540623,,,2.22825810701143,,,956300.0,1.4068584714,,,,,,10071.26112701416,,,,,,3326.425054765252,30.3,,,33.50330355867659,
Ghana,GHA,1972,3.39203686650009,70733453.0324629,,51.4195306319768,117000.0,53.018200960525554,,73.33034202475811,,12.908514523443648,2.7701559508527818,46.6429840142096,,,,131300.0,987218045.112782,,54.7279042841,32.9023543034,12.3697414126,1.140154015511551,0.3454666667,7.471213852509449,0.181508510827303,1700000.0,1187.0,,,,,,5.472636815920399,0.0,0.0,90.92284417549168,2203.867,21.39303482587065,4.975124378109454,15.92039800995025,0.605143721633888,14.668,52.23880597014926,0.7647419238509959,723500.0,867.1,69.01322554092081,,0.0,0.0,19.290049031276855,2.6482352941176472,67.17751262023263,20.322964333984658,24.49,38.96957765313324,,,3.3486573541754,,,834400.0,1.5059575705,,,,,,10050.432314910886,,,,,,3235.122281216047,30.3,,,30.52002640358515,
Ghana,GHA,1973,4.89071312399019,119684704.970887,,51.4195306319768,117000.0,53.36526582915349,,73.69488211803713,,21.08294482046473,3.6971001045075655,48.98600399885747,,,,171500.0,1478448275.862069,,55.8392178164,32.0478001086,12.112982075,1.2151815181518153,0.3682,7.471213852509449,0.1763998390818409,1700000.0,1187.0,,,,,,4.807692307692308,0.0,0.0,90.07407407407408,2229.536,20.673076923076923,4.807692307692308,16.346153846153843,1.1851851851851851,29.336,52.88461538461539,0.7356240913267847,764100.0,863.7,68.13132207717794,,0.0,0.0,18.61448994345484,3.907058823529412,64.61467390985042,23.44187447604136,24.95,40.13413927299826,,,4.8543924895361,,,884700.0,1.6050566696,,,,,,10842.182886199951,,,,,,3144.067720105753,30.3,,,29.461684688511554,
Ghana,GHA,1974,4.27403557209538,122885159.398941,,51.4195306319768,117000.0,48.799284499929115,,71.77427514313953,,13.466237395131053,2.372135571066015,51.137339055793994,,,,238300.0,1480124223.6024845,,56.8212824011,31.292633015,11.8860845839,1.290209020792079,0.3909333333,7.471213852509449,0.1713886076379434,1700000.0,1187.0,,,,,,7.339449541284402,0.0,0.0,90.88639200998752,2669.576,19.724770642201833,4.587155963302752,16.513761467889907,0.2496878901373283,7.334,52.29357798165136,0.8313331169101332,890100.0,957.1,68.2795289597167,,0.0,0.0,23.173630388009578,5.722941176470588,74.22560492709464,17.29196152356018,28.1,36.46363918980319,,,4.24560314661578,,,930000.0,1.7041557687,,,,,,8845.60326583862,,,,,,3054.7498890762854,30.3,,,29.649912423439982,
Ghana,GHA,1975,5.35086429113729,149169573.137503,,51.85901379977147,118000.0,49.353492959817785,,72.76570105189408,,9.735812673246178,2.2693564125367423,47.662313079689575,,,,251800.0,1339361702.1276596,,57.6954069299,30.620467365,11.6841257051,1.3652365237623765,0.4136666667,7.910697020304122,0.1763003719546069,1800000.0,1187.0,,,,,,6.493506493506493,0.0,0.0,87.31642189586114,2398.218,20.346320346320347,4.329004329004329,15.584415584415584,0.5340453938584779,14.668,53.24675324675325,0.7505022324478231,671500.0,834.3,67.86269762764847,,0.0,0.0,22.494934596709587,13.61111111111111,77.774535042125,13.424449295432476,26.23,33.63328774026348,,,5.30832476809588,,,804900.0,1.8032548678,,,,,,9286.975383148188,,,,,,2967.7229279025505,30.3,,,24.53707900850703,
Ghana,GHA,1976,5.62367949219877,154365236.230778,,51.85901379977147,118000.0,49.15309418342713,,72.91721160876658,,9.231033601329411,2.4162362822357943,50.56696291756053,,,,330000.0,1398305084.7457628,,58.4784601283,30.0183318057,11.503208066,1.4402640264026405,0.4364,7.910697020304122,0.171281660701307,1800000.0,1187.0,,,,,,6.382978723404255,0.0,0.0,85.39156626506023,2079.189,19.574468085106385,4.255319148936168,15.74468085106383,1.2048192771084338,29.336,54.46808510638298,0.6648093015331453,688800.0,816.7,69.83063101632312,,0.0,0.0,22.425304767175255,11.38888888888889,70.2524328960498,14.371437617790969,23.18,36.066866973701,,,5.5823162351308,,,843400.0,1.9023539669,,,,,,9500.141130828864,,,,,,2883.241288472002,30.3,,,22.437791174169377,
Ghana,GHA,1977,7.24019963358774,230093544.355419,,51.85901379977147,118000.0,52.709216031270145,,73.93741542304288,,8.498728448241826,2.260667488835018,56.20352951715488,,,,627400.0,1792571428.5714283,,59.1839697982,29.4758240163,11.3402061856,1.5152915290429043,0.4591333333,7.910697020304122,0.1662741365384089,1800000.0,1187.0,,,,,,5.9760956175298805,0.0,0.0,89.62148962148962,2691.578,18.326693227091635,4.382470119521913,16.73306772908367,0.122100122100122,3.667,54.183266932270925,0.7725268334140601,639000.0,832.0,67.77327999790101,,0.0,0.0,20.017615675377986,17.333333333333332,75.53242588847007,9.082537082790791,20.4,37.03191142950179,,,7.21425607134252,,,768000.0,2.001453066,,,,,,10916.434861755371,,,,,,2798.9479650632175,30.3,,,21.811810554926833,
